User ID,Session Duration,Pages Visited,Items Viewed,Login Frequency,Cart Additions,Successful Transactions,Failed Transactions,Device Type,Authentication Method,Age,Location
6459,34,9,10,1,1,2,0,Tablet,Password,45,Oman
1341,10,7,8,5,4,1,1,Desktop,Not Required,64,Nauru
2782,45,10,3,2,4,2,0,Desktop,Password,62,Brazil
5531,114,8,1,2,3,0,0,Tablet,OTP,48,Mauritania
5457,45,2,6,1,1,2,1,Desktop,Password,44,Thailand
2522,29,10,15,1,1,0,1,Tablet,Password,64,Tuvalu
4692,56,9,3,3,2,1,0,Mobile,OTP,53,Poland
3793,107,6,8,10,1,3,0,Mobile,Biometric,67,Bulgaria
2400,104,8,19,3,1,2,0,Mobile,Biometric,54,Saint Helena
775,74,7,14,2,1,0,0,Mobile,Biometric,61,Ghana
5913,24,4,12,3,1,1,1,Mobile,OTP,20,Marshall Islands
6422,42,9,4,2,0,2,1,Desktop,Password,42,Nicaragua
6662,6,5,1,10,1,3,0,Mobile,OTP,66,Madagascar
7546,24,9,3,3,4,1,1,Mobile,OTP,56,Indonesia
9104,84,6,7,1,3,3,0,Tablet,Password,69,Latvia
3367,43,8,16,1,5,0,0,Desktop,Not Required,48,El Salvador
2633,77,4,1,10,2,3,0,Desktop,Password,54,Jordan
8584,85,9,12,2,3,1,0,Tablet,OTP,50,Vietnam
7416,48,2,20,3,2,0,1,Desktop,Not Required,50,Norfolk Island
6918,115,6,12,2,3,0,0,Desktop,Not Required,30,Guernsey
766,34,1,14,1,4,1,1,Desktop,Not Required,48,Gabon
1359,114,4,18,3,0,1,0,Tablet,Password,30,Ethiopia
3082,16,4,3,3,1,2,0,Tablet,OTP,62,Cuba
9547,50,9,4,10,3,2,1,Tablet,OTP,46,Greece
2002,45,1,13,2,2,3,1,Desktop,Password,50,United States of America
5142,63,7,2,10,2,0,0,Desktop,Not Required,33,Cameroon
6358,68,9,16,5,1,0,0,Desktop,Not Required,28,Sao Tome and Principe
6641,114,9,20,2,3,1,0,Tablet,Password,47,Martinique
438,84,7,18,5,3,0,0,Mobile,OTP,35,Monaco
8746,66,10,6,5,4,1,0,Tablet,Biometric,47,Mauritania
1539,60,2,20,3,3,2,1,Tablet,OTP,48,Mauritius
7126,34,7,14,2,1,3,0,Desktop,Password,26,Tonga
2759,1,4,6,10,4,0,1,Tablet,Biometric,19,Papua New Guinea
4642,119,1,16,1,3,3,1,Mobile,Biometric,52,Yemen
7937,7,6,3,3,0,0,1,Tablet,Password,30,Lebanon
7672,93,1,4,10,1,2,1,Tablet,Password,64,Germany
434,88,1,19,10,0,0,1,Tablet,Password,63,Sudan
7636,32,10,13,2,1,0,0,Mobile,OTP,31,Japan
1514,1,9,20,2,3,3,1,Tablet,Password,41,Vanuatu
214,95,1,18,5,2,2,1,Mobile,Biometric,60,Bosnia and Herzegovina
3729,67,6,12,5,0,0,1,Tablet,Password,55,Finland
1767,94,8,16,3,4,1,1,Desktop,Not Required,29,Malawi
3499,58,7,15,1,3,2,0,Desktop,Password,45,Grenada
7839,101,2,11,3,4,3,0,Desktop,Password,69,Saint Kitts and Nevis
5681,76,5,19,1,0,1,0,Tablet,Password,39,Saint Lucia
7532,104,1,20,10,5,3,0,Desktop,Password,56,Guadeloupe
293,31,5,19,5,4,0,0,Desktop,Not Required,64,Tajikistan
3574,36,6,11,5,5,1,0,Mobile,Biometric,19,Tonga
1630,74,8,5,1,4,3,0,Desktop,Password,26,Peru
8800,29,2,2,3,5,0,1,Mobile,OTP,54,Nepal
1048,12,7,4,1,1,2,1,Tablet,Password,42,Congo
9401,68,9,13,3,3,3,0,Desktop,Password,34,San Marino
4139,94,10,8,1,0,0,0,Desktop,Not Required,24,San Marino
1930,22,4,17,10,5,2,0,Mobile,OTP,44,Malawi
1873,7,9,3,5,2,3,1,Desktop,Password,44,El Salvador
6096,5,1,14,2,2,1,1,Tablet,OTP,35,Jamaica
4274,119,3,3,10,4,2,0,Tablet,Biometric,58,Georgia
4006,114,8,1,5,5,1,0,Tablet,Biometric,22,Aruba
5031,29,1,3,10,5,0,0,Mobile,OTP,56,Burkina Faso
5078,80,5,6,2,5,3,0,Tablet,Biometric,44,Greece
81,54,5,5,1,2,3,1,Mobile,OTP,36,Trinidad and Tobago
5036,46,1,8,10,5,0,1,Tablet,Biometric,29,Mauritania
7407,79,8,18,2,4,1,1,Mobile,Biometric,58,Moldova
3055,26,2,10,1,4,2,0,Tablet,Biometric,70,Qatar
1271,38,7,14,5,5,0,1,Mobile,OTP,29,Taiwan
9754,64,9,15,3,4,2,1,Desktop,Password,18,Togo
9020,14,1,2,10,4,3,0,Desktop,Password,34,Northern Mariana Islands
3357,53,10,18,2,4,3,0,Mobile,OTP,56,Suriname
8564,1,5,11,3,4,1,0,Mobile,OTP,70,Grenada
2751,76,1,16,10,1,2,1,Tablet,OTP,22,United States of America
2314,17,7,7,3,0,1,0,Desktop,Not Required,33,Brazil
5642,51,1,10,5,5,0,0,Mobile,OTP,64,Guinea
2789,51,1,10,5,0,0,0,Desktop,Not Required,51,Chile
230,29,2,4,3,4,2,1,Desktop,Password,34,Somalia
6824,30,5,14,1,3,0,0,Mobile,OTP,60,Maldives
6170,60,1,7,1,2,2,1,Desktop,Password,24,Mexico
7256,22,7,8,1,1,2,0,Mobile,OTP,18,Egypt
2078,28,5,15,5,1,1,1,Tablet,Password,27,Denmark
7177,101,7,8,1,0,1,0,Desktop,Not Required,44,Kyrgyz Republic
5740,24,3,1,2,5,2,1,Tablet,Biometric,31,Aruba
6978,4,9,7,1,3,1,0,Desktop,Not Required,60,Palestinian Territory
1369,106,9,17,3,5,3,1,Desktop,Password,37,Azerbaijan
9054,68,10,8,1,2,0,0,Tablet,Password,35,Congo
8930,99,2,11,10,1,1,1,Tablet,OTP,65,Iraq
3271,24,3,6,3,3,2,1,Mobile,OTP,43,Morocco
5382,38,7,6,2,2,2,1,Desktop,Password,47,Sierra Leone
1089,27,7,8,3,4,1,0,Desktop,Not Required,33,Guinea
9562,94,3,4,1,2,1,1,Tablet,Password,61,Thailand
8596,73,10,8,5,2,0,0,Tablet,OTP,31,Hungary
2815,32,6,11,3,3,1,0,Tablet,OTP,50,Lebanon
4463,15,4,16,5,0,1,0,Tablet,OTP,32,Greenland
9224,116,7,14,2,5,3,0,Desktop,Password,43,Martinique
624,105,1,7,1,5,0,1,Mobile,OTP,60,Poland
5537,39,9,8,1,5,0,0,Tablet,Biometric,18,Guam
2718,90,9,14,5,1,2,0,Desktop,Password,67,Tanzania
6197,7,4,18,3,0,0,0,Mobile,OTP,46,Puerto Rico
7774,52,1,8,10,5,1,1,Tablet,Biometric,62,Niger
2294,81,2,16,2,2,0,0,Desktop,Not Required,31,Turkey
7129,24,5,2,2,4,2,0,Mobile,OTP,36,Austria
941,57,7,11,3,0,3,1,Mobile,Biometric,30,Korea
7036,50,5,18,1,5,3,1,Tablet,Biometric,56,Norfolk Island
7581,104,10,12,5,4,0,0,Mobile,OTP,35,Philippines
9816,68,2,3,5,2,0,1,Tablet,Password,66,Turks and Caicos Islands
1355,83,10,6,2,4,1,1,Mobile,Biometric,34,Kuwait
1475,97,1,5,5,4,3,0,Desktop,Password,66,Saint Helena
606,119,2,4,3,3,0,0,Mobile,Biometric,64,Central African Republic
1319,119,2,3,2,5,3,1,Desktop,Password,25,Suriname
3688,4,10,12,2,5,3,0,Tablet,Biometric,38,Cyprus
7782,43,4,18,10,4,0,1,Desktop,Not Required,47,Finland
4772,23,3,9,3,1,3,0,Desktop,Password,69,Palestinian Territory
393,82,1,9,3,2,0,0,Mobile,Biometric,25,Norfolk Island
3213,85,8,9,10,2,1,1,Desktop,Not Required,47,Sudan
1405,54,3,3,2,0,2,0,Mobile,OTP,49,Ghana
6836,30,8,10,10,0,2,0,Tablet,Password,48,India
4280,111,5,20,10,0,1,1,Tablet,Password,34,Nauru
9895,101,8,13,1,4,0,0,Tablet,Biometric,40,Western Sahara
7223,60,3,9,3,3,3,0,Mobile,OTP,65,Malaysia
9157,83,6,15,5,1,1,1,Desktop,Not Required,26,Malawi
4359,114,1,17,5,1,0,0,Mobile,OTP,28,Albania
4105,7,3,2,5,1,0,0,Mobile,OTP,30,Cyprus
6136,92,4,2,5,0,3,0,Tablet,OTP,24,Grenada
3094,18,2,10,10,4,1,1,Tablet,Biometric,47,Mongolia
1623,79,9,18,1,1,1,1,Tablet,OTP,24,Chad
3180,92,2,4,5,0,0,1,Desktop,Not Required,53,Canada
6103,5,10,16,3,0,0,0,Desktop,Not Required,50,Tanzania
8645,12,5,18,3,5,3,1,Tablet,Biometric,29,Central African Republic
8916,14,8,15,2,4,2,1,Mobile,OTP,20,Thailand
4760,116,7,12,3,0,0,1,Tablet,OTP,27,Palestinian Territory
2856,30,3,13,2,1,0,1,Tablet,Password,54,Sri Lanka
2359,65,7,6,2,2,2,0,Mobile,Biometric,19,Pakistan
4837,74,3,14,1,2,3,0,Mobile,OTP,52,Lesotho
2970,22,6,9,3,1,3,0,Desktop,Password,66,Northern Mariana Islands
8976,12,8,20,1,2,3,0,Tablet,OTP,41,Monaco
7871,18,5,18,10,3,0,0,Desktop,Not Required,70,Micronesia
6304,33,8,17,5,2,1,1,Mobile,OTP,24,Slovakia (Slovak Republic)
416,57,5,20,10,0,3,0,Desktop,Password,42,El Salvador
8936,3,3,15,10,1,3,0,Tablet,Password,35,Gibraltar
5388,66,7,16,5,4,2,1,Desktop,Password,37,El Salvador
9631,76,7,1,2,2,3,1,Desktop,Password,25,Syrian Arab Republic
2840,119,6,11,5,2,0,1,Mobile,OTP,29,Mozambique
8535,54,2,16,3,2,1,0,Tablet,Password,31,Northern Mariana Islands
7312,2,7,19,3,1,1,0,Mobile,OTP,43,Hong Kong
2239,63,1,1,10,1,2,0,Desktop,Password,60,Marshall Islands
7060,55,6,11,3,3,0,0,Desktop,Not Required,53,Saint Lucia
5374,112,2,15,5,3,2,1,Mobile,OTP,57,Austria
369,49,6,15,5,4,0,0,Desktop,Not Required,67,Colombia
3738,4,2,15,1,3,1,1,Mobile,OTP,30,Gibraltar
6230,28,3,13,10,3,3,1,Tablet,Password,33,France
8880,118,4,19,5,0,0,0,Tablet,OTP,24,Jordan
6998,69,10,11,3,2,0,1,Mobile,OTP,58,Turkmenistan
8260,70,1,7,5,4,0,0,Mobile,OTP,58,Faroe Islands
8882,24,3,6,1,5,0,0,Desktop,Not Required,43,Turkmenistan
5003,79,7,14,1,0,2,1,Mobile,Biometric,62,Sierra Leone
207,71,1,17,2,4,1,1,Mobile,OTP,19,Tanzania
1969,68,5,8,5,1,1,0,Mobile,OTP,57,Sudan
9893,82,6,20,5,1,0,1,Tablet,OTP,43,Antarctica (the territory South of 60 deg S)
7090,113,10,4,3,4,1,0,Desktop,Not Required,33,Chad
4006,66,7,18,10,5,3,0,Tablet,Biometric,22,Aruba
3388,6,5,15,10,1,0,0,Desktop,Not Required,67,Brazil
4152,90,2,11,10,3,3,0,Desktop,Password,54,Greece
676,31,7,15,5,2,2,0,Desktop,Password,46,French Polynesia
6283,39,1,3,5,4,3,0,Tablet,Biometric,33,Sri Lanka
5881,16,4,16,1,4,2,1,Desktop,Password,64,Senegal
7091,75,10,17,3,3,0,1,Desktop,Not Required,57,Chile
4360,119,7,14,1,3,3,1,Tablet,Password,43,Saint Lucia
0,115,3,5,10,1,3,1,Tablet,Password,28,Portugal
6174,8,5,11,1,5,0,0,Tablet,Biometric,59,Tonga
6660,39,4,20,2,1,3,0,Mobile,OTP,52,Norfolk Island
6684,55,5,5,1,5,0,0,Tablet,Biometric,34,Tunisia
9623,26,3,19,3,1,1,0,Desktop,Not Required,26,Mozambique
5950,76,1,20,3,2,1,1,Mobile,OTP,36,Madagascar
9613,112,10,18,10,3,2,1,Tablet,Password,50,El Salvador
7192,119,4,6,2,5,2,0,Desktop,Password,68,Thailand
504,58,10,7,2,2,0,1,Desktop,Not Required,23,Kiribati
5888,3,9,15,5,5,3,1,Desktop,Password,49,Mexico
3154,66,5,2,2,2,3,1,Tablet,Password,64,Congo
4774,58,3,16,10,5,3,1,Desktop,Password,63,Tonga
4541,116,2,7,10,1,1,1,Desktop,Not Required,46,Austria
7097,89,4,19,10,0,0,1,Tablet,Password,38,Russian Federation
9290,71,5,9,2,2,3,1,Tablet,OTP,26,Comoros
2795,71,9,13,10,3,3,0,Tablet,OTP,68,Brunei Darussalam
5463,101,3,8,3,1,0,0,Desktop,Not Required,62,Bangladesh
7154,120,1,16,3,2,0,0,Mobile,Biometric,45,Micronesia
660,101,9,15,5,4,3,1,Mobile,Biometric,39,Ireland
6162,53,10,19,5,1,1,1,Mobile,Biometric,51,Greece
7967,99,9,1,3,5,2,1,Mobile,Biometric,23,Turks and Caicos Islands
7606,105,4,10,1,0,2,0,Tablet,OTP,61,Morocco
6839,23,3,18,1,5,2,0,Mobile,OTP,47,Guadeloupe
4140,112,2,12,2,0,2,1,Tablet,Password,49,Turks and Caicos Islands
341,12,4,14,3,5,3,1,Mobile,OTP,35,Qatar
8167,51,6,9,10,5,0,1,Desktop,Not Required,31,Thailand
2237,81,1,10,3,0,0,0,Desktop,Not Required,41,South Georgia and the South Sandwich Islands
6309,22,7,14,1,0,0,0,Tablet,OTP,32,Macao
7485,51,6,14,1,3,0,0,Tablet,OTP,67,Togo
9831,8,2,12,10,2,1,1,Tablet,Password,61,Mauritius
7748,16,7,16,1,2,0,0,Desktop,Not Required,66,Isle of Man
5510,5,1,8,1,2,3,1,Mobile,OTP,66,Dominican Republic
8078,4,10,9,3,1,2,1,Desktop,Password,60,Latvia
1367,43,10,1,1,2,3,0,Desktop,Password,69,Mexico
3412,117,1,8,3,3,2,0,Tablet,Password,38,El Salvador
6231,84,10,1,1,4,3,0,Mobile,OTP,47,Albania
5407,76,1,4,1,0,0,1,Desktop,Not Required,59,Portugal
8703,102,2,15,5,0,2,0,Mobile,Biometric,61,Guadeloupe
7897,74,7,20,10,1,0,0,Mobile,OTP,39,Sweden
2313,22,7,19,1,3,1,0,Tablet,Password,28,United Arab Emirates
1552,115,4,1,10,4,1,1,Mobile,OTP,66,Korea
7497,31,4,19,3,4,0,0,Tablet,Biometric,21,Colombia
1442,47,2,14,3,0,0,0,Desktop,Not Required,24,Moldova
383,82,5,11,10,0,0,0,Tablet,Password,62,Faroe Islands
2243,78,2,7,5,4,0,0,Tablet,Biometric,69,Marshall Islands
4464,35,9,12,2,5,1,1,Tablet,Biometric,56,Qatar
6790,67,4,9,1,2,2,1,Tablet,OTP,46,Peru
5244,64,10,3,2,1,3,1,Mobile,OTP,37,Zimbabwe
3678,24,1,19,1,2,3,1,Mobile,OTP,51,Guam
1321,75,1,20,5,4,2,1,Mobile,OTP,37,Israel
6193,70,7,1,5,5,2,1,Desktop,Password,29,French Guiana
149,55,10,10,3,2,2,0,Tablet,Password,55,Guinea-Bissau
1871,93,10,9,3,0,2,0,Desktop,Password,27,Mauritania
3575,26,6,3,3,4,3,1,Desktop,Password,56,Bahrain
6389,60,7,10,5,1,3,1,Mobile,OTP,21,Kenya
1747,38,7,19,5,4,2,1,Mobile,Biometric,60,Tuvalu
6438,16,6,16,3,5,0,0,Desktop,Not Required,68,Burundi
9747,120,3,7,2,3,3,0,Mobile,Biometric,20,Holy See (Vatican City State)
9326,91,8,15,3,0,2,0,Desktop,Password,45,British Virgin Islands
1268,21,8,12,2,2,2,1,Desktop,Password,38,Swaziland
2014,81,2,14,10,2,1,0,Mobile,OTP,63,Thailand
4584,44,3,16,1,0,0,0,Desktop,Not Required,21,Djibouti
6438,46,7,11,10,3,1,1,Tablet,Password,68,Burundi
6114,99,10,13,1,3,3,0,Tablet,Password,65,Wallis and Futuna
2948,66,3,10,1,3,0,0,Tablet,Password,23,Brazil
3108,68,2,11,1,0,1,1,Tablet,OTP,62,Qatar
6688,98,10,17,2,1,2,0,Desktop,Password,70,United States of America
4235,53,3,6,2,5,3,1,Desktop,Password,52,Monaco
9007,60,1,2,10,5,3,0,Desktop,Password,39,Iceland
6693,44,8,20,5,0,3,1,Mobile,Biometric,50,Togo
9073,109,8,3,1,1,1,0,Desktop,Not Required,22,Hungary
4937,45,5,15,10,1,0,1,Desktop,Not Required,63,Turkey
6484,56,8,1,2,0,1,0,Mobile,OTP,50,Saudi Arabia
5760,68,9,19,2,4,3,0,Tablet,Biometric,50,Cocos (Keeling) Islands
3899,28,9,1,10,5,3,1,Mobile,Biometric,57,Greenland
2568,31,7,14,1,5,1,1,Mobile,Biometric,56,Faroe Islands
8864,111,9,16,10,1,2,1,Mobile,Biometric,24,Norway
1808,104,8,5,1,2,3,1,Desktop,Password,37,India
3038,101,1,11,10,2,2,1,Mobile,Biometric,21,Tonga
9482,72,4,6,5,3,3,0,Tablet,OTP,33,Bangladesh
9289,75,3,9,10,4,1,1,Mobile,OTP,38,Portugal
394,4,8,10,3,2,3,0,Mobile,Biometric,56,Costa Rica
9632,98,10,9,2,0,1,1,Desktop,Not Required,68,Ethiopia
6009,20,2,3,2,2,1,1,Tablet,OTP,27,Svalbard & Jan Mayen Islands
3884,65,9,8,10,4,3,0,Mobile,Biometric,51,Latvia
7718,19,10,18,2,0,0,0,Desktop,Not Required,29,Estonia
2752,12,5,13,1,5,3,0,Desktop,Password,27,Kazakhstan
2635,119,4,5,1,0,2,1,Mobile,OTP,70,Mayotte
7947,106,9,19,5,2,3,0,Tablet,Password,66,Finland
8397,62,8,3,5,4,1,0,Desktop,Not Required,56,Dominican Republic
4039,36,8,13,2,4,1,0,Mobile,OTP,52,Tajikistan
4825,103,6,10,1,5,3,0,Mobile,Biometric,58,Western Sahara
7053,113,4,14,2,1,2,0,Tablet,OTP,45,Lebanon
9092,14,2,1,5,5,2,1,Desktop,Password,70,Pakistan
8762,79,1,18,5,0,0,0,Mobile,Biometric,46,Hong Kong
9464,64,6,5,10,3,1,1,Tablet,Password,44,San Marino
7248,79,2,14,5,2,0,0,Mobile,OTP,61,Bulgaria
6434,55,7,9,3,5,3,1,Mobile,OTP,52,Trinidad and Tobago
7726,105,5,3,1,2,1,0,Mobile,OTP,58,Greenland
8888,97,1,13,10,2,1,1,Tablet,Password,33,Mayotte
4276,113,1,12,1,3,3,1,Tablet,Password,33,Lao People's Democratic Republic
9553,53,2,10,1,2,3,1,Desktop,Password,54,Jamaica
563,23,6,8,1,5,3,0,Desktop,Password,66,Chad
7910,36,4,6,3,5,3,0,Desktop,Password,61,Honduras
4467,46,9,7,10,5,1,0,Desktop,Not Required,21,Guam
7270,47,6,19,10,0,2,0,Mobile,Biometric,56,Solomon Islands
2109,34,4,11,3,3,0,0,Mobile,Biometric,57,Pitcairn Islands
9679,111,5,19,1,3,3,1,Mobile,Biometric,70,Kuwait
1601,104,6,5,10,0,0,0,Mobile,Biometric,43,French Guiana
8493,54,10,13,5,4,1,0,Desktop,Not Required,42,Dominica
7758,9,4,12,3,3,1,1,Tablet,Password,70,Guam
3483,23,1,11,5,0,2,0,Tablet,Password,49,Costa Rica
8792,44,1,5,5,1,1,0,Tablet,OTP,63,Montenegro
1065,12,5,12,10,4,1,0,Tablet,Biometric,41,Niger
1548,47,7,14,2,5,1,0,Mobile,OTP,54,Oman
7788,61,2,3,5,5,3,0,Desktop,Password,55,Costa Rica
7579,104,1,5,5,1,3,0,Desktop,Password,23,Cayman Islands
9954,94,4,9,1,5,3,0,Tablet,Biometric,28,Comoros
901,110,3,1,2,4,3,0,Tablet,Biometric,60,Kuwait
9492,112,8,2,10,1,0,0,Desktop,Not Required,45,Guadeloupe
874,100,7,10,5,3,1,0,Mobile,OTP,46,Serbia
6819,50,10,3,1,2,3,1,Tablet,Password,65,Algeria
7801,91,4,12,10,1,1,1,Tablet,OTP,46,Turkmenistan
4958,64,2,9,1,5,1,1,Desktop,Not Required,29,Ethiopia
1421,1,10,7,10,4,1,0,Tablet,Biometric,53,Germany
1804,50,6,7,5,2,1,1,Mobile,OTP,27,Cambodia
8379,80,8,14,2,1,1,0,Mobile,Biometric,38,Angola
8961,106,7,13,3,2,1,1,Desktop,Not Required,37,Portugal
879,69,6,8,3,0,2,1,Mobile,OTP,58,Anguilla
5378,81,4,15,10,1,2,0,Desktop,Password,40,Hong Kong
554,17,7,1,10,4,2,0,Tablet,Biometric,36,Gabon
1600,100,7,7,10,2,0,1,Tablet,Password,24,Ecuador
4378,56,1,5,10,5,3,0,Desktop,Password,59,Holy See (Vatican City State)
6698,19,9,4,3,2,0,0,Desktop,Not Required,31,Guernsey
1714,77,9,5,10,2,0,0,Desktop,Not Required,25,Uzbekistan
6447,36,5,16,1,4,0,1,Tablet,Biometric,66,Netherlands
4579,108,7,12,2,0,2,0,Mobile,OTP,34,Niger
1641,60,2,2,1,4,3,1,Desktop,Password,38,Ethiopia
4712,94,7,9,1,3,1,0,Desktop,Not Required,29,Netherlands
2362,79,6,12,5,4,0,0,Tablet,Biometric,37,Senegal
4854,14,5,19,5,2,2,1,Tablet,OTP,33,Zambia
8216,29,7,3,1,5,1,0,Tablet,Biometric,56,Mozambique
7460,83,4,9,5,4,0,1,Mobile,OTP,46,Guyana
8147,99,10,6,1,2,2,1,Tablet,Password,21,Western Sahara
2239,89,2,5,5,4,0,1,Mobile,OTP,60,Marshall Islands
3003,72,4,9,3,3,2,1,Desktop,Password,69,Czech Republic
9518,112,5,1,5,4,1,1,Desktop,Not Required,52,United States Virgin Islands
8094,65,1,10,2,5,1,0,Mobile,Biometric,52,French Southern Territories
8292,112,5,14,3,1,0,0,Mobile,OTP,21,Dominican Republic
8967,117,6,13,2,2,3,1,Desktop,Password,43,Kiribati
6586,62,3,4,5,3,3,0,Mobile,Biometric,49,Christmas Island
9979,11,4,7,10,4,2,0,Desktop,Password,19,Kiribati
7390,105,10,16,3,3,0,1,Desktop,Not Required,28,Falkland Islands (Malvinas)
5239,73,9,7,10,2,3,0,Tablet,OTP,25,Burkina Faso
152,16,2,5,3,2,2,0,Tablet,OTP,18,Iran
7341,71,3,11,2,0,0,0,Desktop,Not Required,54,Slovenia
6445,76,7,2,5,5,1,1,Mobile,Biometric,63,Libyan Arab Jamahiriya
7220,71,8,11,3,2,2,0,Mobile,OTP,56,Ghana
2549,56,5,9,10,4,1,0,Tablet,Biometric,39,Switzerland
447,87,6,3,10,0,0,0,Tablet,OTP,33,Tajikistan
8648,85,9,13,1,0,3,1,Mobile,OTP,41,French Guiana
3948,99,4,19,5,3,1,0,Mobile,Biometric,56,Wallis and Futuna
2917,9,10,11,2,4,1,0,Desktop,Not Required,44,Niue
6269,103,7,16,5,1,0,0,Tablet,Password,30,Togo
1142,73,10,6,1,5,0,1,Tablet,Biometric,39,Guernsey
8451,11,8,20,2,1,3,0,Tablet,OTP,70,Central African Republic
2426,89,9,9,3,3,3,1,Desktop,Password,59,Vietnam
5350,82,7,18,3,0,0,0,Mobile,Biometric,60,Anguilla
7992,58,4,16,5,2,3,1,Desktop,Password,37,Zambia
2097,55,2,20,5,4,3,1,Desktop,Password,60,Azerbaijan
3918,31,8,11,3,1,3,1,Tablet,Password,33,Mayotte
3496,10,3,9,3,1,2,0,Desktop,Password,62,Syrian Arab Republic
8658,64,10,17,3,5,3,1,Tablet,Biometric,60,Ghana
7134,66,4,2,3,3,1,1,Mobile,OTP,61,Taiwan
9724,105,8,8,3,2,2,1,Tablet,Password,61,Bahrain
4933,119,3,6,2,4,3,1,Tablet,Biometric,52,Malaysia
70,1,7,12,3,4,0,1,Desktop,Not Required,25,Vietnam
986,118,10,20,3,3,0,1,Desktop,Not Required,65,Aruba
7236,115,7,14,3,3,2,1,Desktop,Password,33,Vanuatu
3969,50,3,3,2,2,1,0,Desktop,Not Required,42,Georgia
7525,65,1,12,2,1,2,1,Desktop,Password,49,Timor-Leste
5734,96,9,12,1,5,3,1,Mobile,OTP,35,Maldives
2060,114,9,13,2,2,3,1,Desktop,Password,53,Norway
3337,49,6,1,2,5,1,0,Mobile,OTP,21,Chad
9548,46,9,19,3,4,0,1,Tablet,Biometric,30,United States Minor Outlying Islands
4315,36,6,18,3,4,1,0,Mobile,Biometric,23,Cyprus
3253,36,8,10,5,4,2,0,Desktop,Password,47,Brunei Darussalam
2960,27,5,20,3,0,2,1,Desktop,Password,45,Nigeria
9663,29,8,11,2,2,0,1,Mobile,Biometric,65,Uganda
7792,81,8,14,5,3,1,1,Tablet,OTP,52,Palau
1242,98,6,2,10,1,0,0,Tablet,Password,54,Dominica
5337,52,8,16,2,1,2,1,Tablet,OTP,30,Cocos (Keeling) Islands
6243,6,8,9,5,3,0,0,Mobile,Biometric,63,Liberia
4931,61,10,1,3,3,0,1,Desktop,Not Required,40,France
5647,14,4,12,1,4,2,1,Tablet,Biometric,35,Guadeloupe
9278,14,7,14,1,4,3,0,Desktop,Password,26,Faroe Islands
1883,72,4,19,10,1,0,1,Desktop,Not Required,29,Malawi
7481,75,3,10,5,4,2,1,Desktop,Password,49,Burundi
1041,101,9,13,5,2,0,1,Tablet,OTP,45,Bangladesh
1227,95,8,18,3,3,2,1,Mobile,OTP,53,Belgium
7545,26,3,2,2,2,0,0,Desktop,Not Required,26,Swaziland
5516,8,5,20,3,1,3,1,Tablet,Password,61,Switzerland
324,76,3,6,5,1,0,0,Mobile,OTP,64,Macao
9591,35,10,10,10,0,3,0,Mobile,OTP,40,Mozambique
9809,31,6,11,5,1,1,1,Desktop,Not Required,46,Northern Mariana Islands
1783,63,9,12,2,5,1,1,Mobile,OTP,21,Angola
1017,109,5,10,5,2,1,0,Desktop,Not Required,26,Tajikistan
8652,99,1,8,3,0,1,0,Mobile,OTP,56,Malaysia
9089,36,8,14,2,2,1,0,Mobile,OTP,31,Germany
6146,71,7,20,10,0,0,1,Desktop,Not Required,57,Papua New Guinea
65,114,8,3,10,5,2,0,Tablet,Biometric,34,Nauru
5146,35,4,10,1,3,1,1,Tablet,Password,33,Ethiopia
1391,103,4,19,1,4,1,1,Desktop,Not Required,35,Norway
1645,84,2,9,2,0,2,1,Tablet,OTP,38,El Salvador
3571,54,10,14,1,5,0,0,Mobile,OTP,68,Belize
9029,42,1,8,2,4,0,1,Desktop,Not Required,23,Northern Mariana Islands
1402,15,8,20,1,3,2,1,Mobile,OTP,64,France
7946,62,6,20,10,1,0,0,Mobile,Biometric,41,Costa Rica
295,88,1,4,2,0,1,0,Mobile,Biometric,52,Brazil
6100,78,10,6,3,4,3,1,Mobile,Biometric,47,Isle of Man
4732,77,2,16,2,3,0,0,Mobile,OTP,67,Palau
8587,109,8,15,1,0,1,0,Tablet,Password,37,North Macedonia
8645,37,5,9,2,1,3,0,Tablet,OTP,29,Central African Republic
6215,16,1,12,10,0,2,0,Mobile,OTP,49,Bolivia
1890,37,5,7,1,2,2,0,Desktop,Password,31,Switzerland
4203,12,3,1,5,2,1,0,Desktop,Not Required,65,Uruguay
8913,23,3,13,5,3,3,0,Desktop,Password,67,Namibia
1059,82,10,10,3,1,0,0,Mobile,Biometric,26,Estonia
484,101,6,3,2,3,0,0,Desktop,Not Required,35,Marshall Islands
4811,23,1,15,3,4,1,0,Tablet,Biometric,47,Monaco
7609,110,6,11,1,3,0,1,Tablet,Password,35,Tonga
5511,69,2,20,1,0,1,1,Mobile,OTP,34,Zambia
5640,75,9,14,1,0,3,1,Mobile,Biometric,32,Svalbard & Jan Mayen Islands
1737,103,7,12,1,5,0,1,Mobile,Biometric,40,Myanmar
6442,69,9,6,10,4,1,1,Desktop,Not Required,68,Algeria
3452,109,4,14,1,2,0,1,Mobile,OTP,27,Martinique
9712,9,6,12,2,0,3,1,Tablet,OTP,30,Swaziland
1655,68,9,19,1,4,0,1,Tablet,Biometric,61,Morocco
7482,22,5,6,2,1,0,1,Tablet,OTP,70,Croatia
3089,16,8,4,10,1,0,0,Mobile,Biometric,49,Bouvet Island (Bouvetoya)
